,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1912,38,technician,single,secondary,no,145,yes,no,unknown,27,may,109,2,-1,0,unknown,no
1913,38,admin.,married,secondary,no,9618,yes,no,unknown,9,jun,214,1,-1,0,unknown,no
1914,36,admin.,married,secondary,no,1867,yes,yes,unknown,27,may,243,2,-1,0,unknown,no
1915,39,blue-collar,married,primary,no,-100,yes,no,unknown,5,may,680,2,-1,0,unknown,no
1916,54,self-employed,married,secondary,no,12159,yes,no,unknown,30,may,183,2,-1,0,unknown,no
1917,37,management,married,tertiary,no,0,yes,no,unknown,3,jun,247,13,-1,0,unknown,no
1918,40,technician,married,secondary,no,2715,yes,no,unknown,29,may,125,2,-1,0,unknown,no
1919,36,blue-collar,married,primary,no,973,yes,yes,unknown,23,may,293,1,-1,0,unknown,no
1920,34,blue-collar,married,primary,no,1255,yes,yes,unknown,26,may,188,7,-1,0,unknown,no
1921,38,admin.,divorced,secondary,no,0,no,no,unknown,5,jun,56,1,-1,0,unknown,no
1922,53,blue-collar,married,secondary,no,1852,yes,no,unknown,29,may,134,4,-1,0,unknown,no
1923,50,services,divorced,secondary,no,256,yes,no,unknown,19,may,316,2,-1,0,unknown,no
1924,38,entrepreneur,married,secondary,no,2139,yes,no,unknown,9,may,576,1,-1,0,unknown,no
1925,24,admin.,single,secondary,no,66,yes,no,unknown,3,jun,825,1,-1,0,unknown,no
1926,25,services,married,secondary,no,4063,yes,no,unknown,27,may,64,1,-1,0,unknown,no
1927,37,services,married,secondary,no,718,no,yes,unknown,9,jun,215,3,-1,0,unknown,no
1928,55,unknown,married,tertiary,no,0,no,no,unknown,16,may,409,3,-1,0,unknown,no
1929,38,management,married,tertiary,no,258,yes,no,unknown,13,may,124,3,-1,0,unknown,no
1930,33,admin.,single,secondary,no,0,yes,no,unknown,2,jun,32,2,-1,0,unknown,no
1931,42,technician,married,secondary,no,570,yes,no,unknown,28,may,344,2,-1,0,unknown,no
1932,48,technician,divorced,secondary,no,-154,no,no,unknown,3,jun,342,3,-1,0,unknown,no
1933,44,services,divorced,secondary,no,0,yes,yes,unknown,13,may,97,1,-1,0,unknown,no
1934,43,entrepreneur,married,primary,no,526,yes,no,unknown,7,may,79,4,-1,0,unknown,no
1935,46,technician,married,secondary,no,4956,yes,no,unknown,16,may,74,1,-1,0,unknown,no
1936,54,blue-collar,married,secondary,no,524,yes,no,unknown,15,may,55,1,-1,0,unknown,no
1937,41,technician,married,tertiary,no,-210,yes,yes,unknown,23,may,210,1,-1,0,unknown,no
1938,51,admin.,divorced,secondary,no,115,yes,yes,unknown,8,may,136,1,-1,0,unknown,no
1939,31,entrepreneur,single,tertiary,yes,37,yes,no,unknown,12,may,281,1,-1,0,unknown,no
1940,52,services,married,tertiary,no,1135,yes,yes,unknown,13,may,514,5,-1,0,unknown,no
1941,32,blue-collar,married,secondary,no,231,yes,no,unknown,15,may,51,10,-1,0,unknown,no
1942,57,retired,divorced,primary,no,515,yes,no,unknown,13,may,288,2,-1,0,unknown,no
1943,25,blue-collar,single,secondary,no,491,yes,no,unknown,21,may,393,1,-1,0,unknown,no
1944,40,services,married,secondary,no,1688,no,no,unknown,16,may,93,1,-1,0,unknown,no
1945,29,blue-collar,married,secondary,no,1956,yes,no,unknown,16,may,266,6,-1,0,unknown,no
1946,26,student,single,secondary,no,2784,yes,no,unknown,27,may,264,1,-1,0,unknown,no
1947,48,blue-collar,married,secondary,no,750,yes,no,unknown,3,jun,246,5,-1,0,unknown,no
1948,39,services,single,secondary,no,300,yes,yes,unknown,28,may,180,2,-1,0,unknown,no
1949,42,blue-collar,married,secondary,no,698,no,no,unknown,5,jun,729,2,-1,0,unknown,no
1950,27,services,married,secondary,no,94,yes,no,unknown,15,may,352,2,-1,0,unknown,no
1951,42,blue-collar,married,primary,no,-10,yes,no,unknown,9,may,291,4,-1,0,unknown,no
1952,40,unemployed,single,secondary,no,75,yes,no,unknown,29,may,203,1,-1,0,unknown,no
1953,29,admin.,single,secondary,no,915,yes,no,unknown,27,may,103,1,-1,0,unknown,no
1954,31,blue-collar,married,secondary,no,-88,yes,no,unknown,20,may,202,6,-1,0,unknown,no
1955,33,management,married,tertiary,no,2308,yes,no,unknown,21,may,232,2,-1,0,unknown,no
1956,38,technician,single,tertiary,no,-572,yes,yes,unknown,5,jun,26,24,-1,0,unknown,no
1957,27,technician,married,secondary,no,7102,yes,no,unknown,30,may,141,9,-1,0,unknown,no
1958,54,blue-collar,married,primary,no,24,yes,no,unknown,15,may,34,1,-1,0,unknown,no
1959,36,technician,married,primary,no,4585,yes,no,unknown,29,may,311,3,-1,0,unknown,no
1960,43,technician,married,secondary,no,672,yes,no,unknown,14,may,267,8,-1,0,unknown,no
1961,37,services,married,secondary,no,-21,yes,yes,unknown,23,may,61,2,-1,0,unknown,no
1962,40,blue-collar,married,primary,no,98,yes,no,unknown,2,jun,193,5,-1,0,unknown,no
1963,35,self-employed,single,tertiary,no,935,yes,no,unknown,28,may,259,2,-1,0,unknown,no
1964,49,services,married,secondary,no,3169,no,no,unknown,9,jun,626,1,-1,0,unknown,no
1965,29,technician,married,tertiary,no,1489,yes,no,unknown,28,may,430,1,-1,0,unknown,no
1966,27,services,single,secondary,no,1043,yes,no,unknown,27,may,376,2,-1,0,unknown,no
1967,31,services,single,secondary,no,124,yes,no,unknown,3,jun,154,4,-1,0,unknown,no
1968,52,blue-collar,married,secondary,no,691,yes,no,unknown,29,may,158,1,-1,0,unknown,no
1969,32,technician,single,tertiary,no,92,yes,no,unknown,28,may,116,1,-1,0,unknown,no
1970,35,admin.,married,secondary,no,-521,no,yes,unknown,9,jun,71,2,-1,0,unknown,no
1971,49,retired,married,unknown,no,247,no,no,unknown,15,may,213,2,-1,0,unknown,no
1972,37,management,single,tertiary,no,499,yes,no,unknown,16,may,537,1,-1,0,unknown,no
1973,31,technician,married,secondary,no,169,yes,no,unknown,27,may,143,1,-1,0,unknown,no
1974,40,blue-collar,married,primary,no,409,yes,no,unknown,15,may,191,1,-1,0,unknown,no
1975,41,blue-collar,single,unknown,no,2835,yes,no,unknown,28,may,53,1,-1,0,unknown,no
1976,52,blue-collar,married,primary,no,4015,yes,no,unknown,15,may,493,2,-1,0,unknown,no
1977,29,management,married,tertiary,no,941,yes,no,unknown,4,jun,570,11,-1,0,unknown,no
1978,32,management,married,tertiary,no,2976,yes,no,unknown,21,may,174,1,-1,0,unknown,no
1979,49,technician,married,secondary,no,6312,yes,no,unknown,2,jun,93,2,-1,0,unknown,no
1980,24,admin.,single,secondary,no,795,yes,no,unknown,27,may,209,2,-1,0,unknown,no
1981,43,technician,single,secondary,no,336,yes,no,unknown,9,may,181,1,-1,0,unknown,no
1982,40,blue-collar,married,secondary,no,1245,yes,no,unknown,9,may,306,1,-1,0,unknown,no
1983,34,management,married,tertiary,no,0,yes,no,unknown,20,may,150,1,-1,0,unknown,no
1984,56,blue-collar,married,primary,no,1399,yes,no,unknown,12,may,80,4,-1,0,unknown,no
1985,33,management,married,secondary,no,3132,yes,no,unknown,23,may,350,5,-1,0,unknown,no
1986,57,entrepreneur,divorced,secondary,no,-37,no,no,unknown,5,may,173,1,-1,0,unknown,no
1987,30,admin.,married,secondary,no,46,yes,no,unknown,6,may,114,2,-1,0,unknown,no
1988,29,services,single,secondary,no,473,yes,yes,unknown,9,may,180,2,-1,0,unknown,no
1989,25,technician,single,tertiary,no,43,yes,yes,unknown,28,may,738,1,-1,0,unknown,no
1990,44,admin.,married,secondary,no,238,yes,yes,unknown,2,jun,306,4,-1,0,unknown,no
1991,24,blue-collar,single,secondary,no,476,yes,no,unknown,4,jun,161,1,-1,0,unknown,no
1992,24,admin.,single,secondary,no,1235,yes,yes,unknown,30,may,76,3,-1,0,unknown,no
1993,30,self-employed,single,secondary,no,311,yes,yes,unknown,28,may,198,3,-1,0,unknown,no
1994,30,blue-collar,married,primary,no,597,yes,no,unknown,23,may,190,1,-1,0,unknown,no
1995,34,blue-collar,single,primary,no,245,yes,no,unknown,21,may,21,3,-1,0,unknown,no
1996,31,entrepreneur,single,tertiary,no,1340,yes,no,unknown,23,may,199,2,-1,0,unknown,no
1997,34,admin.,single,secondary,no,66,yes,no,unknown,26,may,237,1,-1,0,unknown,no
1998,50,management,married,secondary,no,0,yes,no,unknown,14,may,214,1,-1,0,unknown,no
1999,44,admin.,single,unknown,no,3,yes,no,unknown,13,may,443,1,-1,0,unknown,no
2000,52,management,married,tertiary,no,271,yes,no,unknown,5,may,99,1,-1,0,unknown,no
2001,33,technician,single,secondary,no,810,yes,no,unknown,27,may,133,1,-1,0,unknown,no
2002,48,blue-collar,married,secondary,no,1596,yes,no,unknown,14,may,760,1,-1,0,unknown,yes
2003,37,admin.,married,secondary,no,1026,yes,no,unknown,13,may,389,2,-1,0,unknown,no
2004,34,blue-collar,single,secondary,no,53,yes,yes,unknown,5,may,346,1,-1,0,unknown,no
2005,36,technician,married,secondary,no,146,yes,yes,unknown,15,may,284,2,-1,0,unknown,no
2006,59,management,married,primary,no,2269,no,yes,unknown,5,jun,158,1,-1,0,unknown,no
2007,22,services,single,secondary,no,395,yes,no,unknown,13,may,70,1,-1,0,unknown,no
2008,37,technician,divorced,secondary,no,1772,no,no,unknown,3,jun,202,1,-1,0,unknown,no
2009,27,management,single,secondary,no,178,yes,no,unknown,3,jun,732,2,-1,0,unknown,yes
2010,27,blue-collar,married,primary,no,60,yes,no,unknown,3,jun,550,1,-1,0,unknown,no
2011,38,unemployed,married,primary,no,113,yes,no,unknown,16,may,27,2,-1,0,unknown,no
2012,43,admin.,single,secondary,no,-497,yes,no,unknown,6,may,234,2,-1,0,unknown,no
2013,59,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,226,1,-1,0,unknown,no
2014,44,blue-collar,married,unknown,no,391,no,no,unknown,6,jun,355,4,-1,0,unknown,no
2015,40,admin.,married,secondary,no,2199,no,no,unknown,6,jun,38,3,-1,0,unknown,no
2016,33,blue-collar,married,tertiary,no,221,yes,no,unknown,13,may,122,7,-1,0,unknown,no
2017,41,blue-collar,married,primary,no,3722,yes,no,unknown,19,may,590,2,-1,0,unknown,no
2018,42,technician,single,secondary,yes,-1129,yes,no,unknown,2,jun,555,5,-1,0,unknown,yes
2019,23,technician,married,secondary,no,8254,yes,no,unknown,29,may,409,3,-1,0,unknown,no
2020,45,services,married,secondary,no,0,yes,yes,unknown,23,may,268,1,-1,0,unknown,no
2021,47,management,divorced,tertiary,no,4556,yes,no,unknown,14,may,146,1,-1,0,unknown,no
2022,31,blue-collar,divorced,secondary,no,387,yes,no,unknown,12,may,220,3,-1,0,unknown,no
2023,26,management,single,tertiary,no,1004,yes,no,unknown,30,may,228,2,-1,0,unknown,yes
2024,41,unemployed,married,secondary,no,356,yes,no,unknown,16,may,80,2,-1,0,unknown,no
2025,37,services,married,tertiary,no,0,yes,no,unknown,30,may,55,1,-1,0,unknown,no
2026,46,blue-collar,single,secondary,no,57,yes,no,unknown,14,may,194,4,-1,0,unknown,no
2027,35,self-employed,married,secondary,no,-3,no,no,unknown,9,jun,438,5,-1,0,unknown,no
2028,35,admin.,single,secondary,no,148,yes,no,unknown,6,may,128,2,-1,0,unknown,no
2029,59,retired,divorced,unknown,no,-49,yes,no,unknown,13,may,248,2,-1,0,unknown,no
2030,49,admin.,married,secondary,no,512,yes,yes,unknown,14,may,455,3,-1,0,unknown,no
2031,30,blue-collar,single,primary,no,660,yes,no,unknown,7,may,912,2,-1,0,unknown,no
2032,31,services,married,secondary,no,309,yes,no,unknown,23,may,146,6,-1,0,unknown,no
2033,37,blue-collar,married,secondary,no,15801,yes,no,unknown,14,may,456,9,-1,0,unknown,no
2034,21,student,single,secondary,no,99,yes,no,unknown,13,may,49,1,-1,0,unknown,no
2035,34,technician,married,secondary,no,6,yes,no,unknown,28,may,99,2,-1,0,unknown,no
2036,52,technician,married,secondary,no,420,no,no,unknown,16,may,112,4,-1,0,unknown,no
2037,30,services,single,secondary,no,-174,yes,no,unknown,7,may,113,1,-1,0,unknown,no
2038,38,entrepreneur,married,tertiary,no,898,yes,no,unknown,6,may,132,2,-1,0,unknown,no
2039,30,services,married,secondary,no,227,no,yes,unknown,3,jun,23,1,-1,0,unknown,no
2040,27,blue-collar,single,secondary,yes,-3,yes,no,unknown,19,may,265,5,-1,0,unknown,no
2041,36,blue-collar,married,primary,no,403,yes,no,unknown,4,jun,920,1,-1,0,unknown,yes
2042,29,admin.,single,secondary,no,390,yes,no,unknown,5,may,137,1,-1,0,unknown,no
2043,39,blue-collar,married,secondary,no,130,yes,no,unknown,13,may,141,6,-1,0,unknown,no
2044,52,blue-collar,single,secondary,no,510,yes,no,unknown,4,jun,324,1,-1,0,unknown,no
2045,42,blue-collar,married,secondary,no,1468,yes,no,unknown,28,may,136,1,-1,0,unknown,no
2046,29,management,married,tertiary,no,246,yes,no,unknown,9,may,45,1,-1,0,unknown,no
2047,58,blue-collar,married,secondary,no,590,no,yes,unknown,5,jun,133,1,-1,0,unknown,no
2048,42,admin.,single,secondary,no,336,yes,no,unknown,4,jun,46,2,-1,0,unknown,no
2049,60,self-employed,married,primary,no,1226,yes,no,unknown,30,may,151,3,-1,0,unknown,no
2050,28,management,married,tertiary,no,318,yes,no,unknown,27,may,4,4,-1,0,unknown,no
2051,31,admin.,married,secondary,no,298,yes,yes,unknown,26,may,518,1,-1,0,unknown,no
2052,33,blue-collar,divorced,secondary,no,3546,yes,no,unknown,23,may,777,2,-1,0,unknown,yes
2053,29,blue-collar,married,unknown,no,135,yes,no,unknown,23,may,150,6,-1,0,unknown,no
2054,28,management,married,tertiary,no,395,no,no,unknown,21,may,178,1,-1,0,unknown,no
2055,42,admin.,married,secondary,no,214,yes,no,unknown,28,may,21,24,-1,0,unknown,no
2056,37,blue-collar,single,secondary,no,134,yes,no,unknown,8,may,200,1,-1,0,unknown,no
2057,36,technician,single,secondary,no,300,yes,no,unknown,6,jun,358,1,-1,0,unknown,no
2058,55,services,married,unknown,no,1210,yes,no,unknown,30,may,868,1,-1,0,unknown,no
2059,33,services,married,secondary,no,1785,yes,no,unknown,30,may,287,12,-1,0,unknown,no
2060,45,admin.,married,secondary,no,149,yes,no,unknown,23,may,893,3,-1,0,unknown,yes
2061,31,management,married,secondary,no,8629,yes,no,unknown,21,may,27,2,-1,0,unknown,no
2062,36,technician,divorced,tertiary,no,0,no,no,unknown,23,may,539,2,-1,0,unknown,no
2063,43,technician,married,tertiary,no,527,yes,no,unknown,26,may,166,12,-1,0,unknown,no
2064,40,technician,single,secondary,no,360,yes,no,unknown,9,may,73,1,-1,0,unknown,no
2065,35,unemployed,married,primary,no,494,yes,no,unknown,15,may,71,4,-1,0,unknown,no
2066,33,blue-collar,married,primary,no,463,yes,no,unknown,23,may,230,1,-1,0,unknown,no
2067,43,management,married,secondary,no,3,yes,no,unknown,9,may,204,2,-1,0,unknown,no
2068,26,services,single,secondary,no,187,yes,no,unknown,9,may,341,1,-1,0,unknown,no
2069,32,services,married,secondary,no,-124,no,no,unknown,27,may,116,1,-1,0,unknown,no
2070,40,technician,married,secondary,no,782,yes,no,unknown,14,may,224,2,-1,0,unknown,no
2071,33,technician,single,secondary,no,177,yes,no,unknown,23,may,293,1,-1,0,unknown,no
2072,31,technician,single,secondary,no,1819,yes,no,unknown,15,may,226,2,-1,0,unknown,no
2073,36,technician,married,secondary,no,3763,yes,no,unknown,20,may,83,1,-1,0,unknown,no
2074,43,blue-collar,married,secondary,no,167,yes,no,unknown,7,may,243,1,-1,0,unknown,no
2075,44,management,married,tertiary,no,1945,no,no,unknown,14,may,191,1,-1,0,unknown,no
2076,28,services,single,secondary,no,2385,yes,no,unknown,4,jun,119,2,-1,0,unknown,no
2077,57,retired,married,primary,no,3123,yes,no,unknown,15,may,178,1,-1,0,unknown,no
2078,51,management,married,secondary,no,614,yes,yes,unknown,30,may,91,2,-1,0,unknown,no
2079,49,management,married,secondary,no,362,yes,no,unknown,4,jun,84,2,-1,0,unknown,no
2080,30,self-employed,single,secondary,no,4011,yes,no,unknown,20,may,62,1,-1,0,unknown,no
2081,38,blue-collar,married,secondary,no,502,yes,no,unknown,2,jun,209,2,-1,0,unknown,no
2082,42,blue-collar,married,primary,no,-181,yes,no,unknown,15,may,297,3,-1,0,unknown,no
2083,41,technician,married,secondary,no,2990,yes,no,unknown,30,may,62,3,-1,0,unknown,no
2084,49,blue-collar,single,primary,no,1164,yes,no,unknown,8,may,72,1,-1,0,unknown,no
2085,48,technician,divorced,secondary,no,177,yes,no,unknown,8,may,471,1,-1,0,unknown,no
2086,52,blue-collar,married,secondary,no,310,yes,no,unknown,28,may,211,4,-1,0,unknown,no
2087,40,management,married,secondary,no,8486,no,no,unknown,6,may,260,3,-1,0,unknown,no
2088,37,blue-collar,married,secondary,no,1,no,no,unknown,6,jun,44,2,-1,0,unknown,no
2089,54,management,single,tertiary,no,1464,yes,yes,unknown,26,may,425,4,-1,0,unknown,no
2090,28,blue-collar,single,secondary,no,1025,yes,no,unknown,27,may,168,1,-1,0,unknown,no
2091,37,blue-collar,single,primary,no,0,no,no,unknown,5,jun,39,1,-1,0,unknown,no
2092,37,management,married,tertiary,no,547,yes,yes,unknown,21,may,143,1,-1,0,unknown,no
2093,53,blue-collar,married,secondary,no,5700,yes,no,unknown,14,may,97,1,-1,0,unknown,no
2094,31,management,single,tertiary,no,-173,yes,no,unknown,6,may,396,2,-1,0,unknown,no
2095,27,technician,single,secondary,no,3,no,no,unknown,3,jun,68,6,-1,0,unknown,no
2096,33,services,single,secondary,no,6531,yes,no,unknown,3,jun,495,3,-1,0,unknown,no
2097,56,unemployed,divorced,secondary,no,763,no,no,unknown,6,jun,181,2,-1,0,unknown,no
2098,51,retired,divorced,secondary,no,343,yes,no,unknown,30,may,78,2,-1,0,unknown,no
2099,38,blue-collar,single,primary,no,1465,yes,no,unknown,16,may,239,2,-1,0,unknown,no
2100,31,blue-collar,single,secondary,no,160,yes,no,unknown,9,may,25,1,-1,0,unknown,no
2101,42,services,married,primary,no,91,yes,no,unknown,29,may,87,7,-1,0,unknown,no
2102,38,blue-collar,married,primary,no,178,yes,no,unknown,20,may,245,1,-1,0,unknown,no
2103,47,blue-collar,married,primary,no,159,yes,no,unknown,13,may,771,2,-1,0,unknown,no
2104,35,self-employed,single,tertiary,no,538,yes,yes,unknown,8,may,21,9,-1,0,unknown,no
2105,57,admin.,divorced,secondary,no,-461,yes,yes,unknown,4,jun,145,8,-1,0,unknown,no
2106,39,technician,married,secondary,no,1965,yes,no,unknown,2,jun,65,1,-1,0,unknown,no
2107,57,technician,married,secondary,no,629,yes,no,unknown,14,may,226,2,-1,0,unknown,no
2108,53,technician,divorced,primary,no,7290,yes,no,unknown,30,may,153,1,-1,0,unknown,no
2109,42,management,married,tertiary,no,6,yes,no,unknown,8,may,103,4,-1,0,unknown,no
2110,45,retired,divorced,primary,no,261,no,no,unknown,9,jun,123,1,-1,0,unknown,no
2111,28,technician,single,secondary,no,289,yes,no,unknown,26,may,83,1,-1,0,unknown,no
2112,46,admin.,married,primary,no,595,yes,no,unknown,6,jun,334,3,-1,0,unknown,no
2113,35,management,married,tertiary,no,4038,yes,yes,unknown,27,may,160,6,-1,0,unknown,no
2114,55,admin.,divorced,secondary,no,873,yes,yes,unknown,3,jun,131,1,-1,0,unknown,no
2115,32,management,married,tertiary,no,2737,yes,yes,unknown,23,may,38,1,-1,0,unknown,no
2116,49,retired,single,primary,no,505,no,no,unknown,9,jun,35,1,-1,0,unknown,no
2117,32,entrepreneur,married,tertiary,no,108,yes,yes,unknown,12,may,112,1,-1,0,unknown,no
2118,58,admin.,married,secondary,no,92,yes,no,unknown,27,may,180,1,-1,0,unknown,no
2119,34,services,single,secondary,no,1239,yes,no,unknown,23,may,164,1,-1,0,unknown,no
2120,26,housemaid,single,secondary,no,229,yes,no,unknown,30,may,60,16,-1,0,unknown,no
2121,29,services,single,secondary,no,-142,yes,no,unknown,16,may,140,1,-1,0,unknown,no
2122,35,technician,single,tertiary,no,2012,yes,no,unknown,20,may,413,2,-1,0,unknown,no
2123,40,technician,married,secondary,no,5517,yes,no,unknown,23,may,146,13,-1,0,unknown,no
2124,53,management,married,tertiary,no,6525,yes,no,unknown,2,jun,73,3,-1,0,unknown,no
2125,28,management,married,tertiary,no,3,yes,no,unknown,7,may,122,5,-1,0,unknown,no
2126,34,management,single,primary,no,212,no,no,unknown,27,may,88,1,-1,0,unknown,no
2127,41,admin.,married,secondary,no,3634,yes,no,unknown,14,may,216,1,-1,0,unknown,no
2128,33,technician,single,secondary,no,105,yes,no,unknown,5,may,262,2,-1,0,unknown,no
2129,32,services,married,secondary,no,255,yes,yes,unknown,21,may,86,2,-1,0,unknown,no
2130,42,management,married,unknown,no,1333,yes,no,unknown,14,may,468,2,-1,0,unknown,no
2131,53,technician,divorced,secondary,no,522,yes,no,unknown,14,may,230,1,-1,0,unknown,no
2132,42,services,married,secondary,no,1048,yes,no,unknown,15,may,51,1,-1,0,unknown,no
2133,50,blue-collar,married,primary,no,490,yes,no,unknown,28,may,151,3,-1,0,unknown,no
2134,38,entrepreneur,married,secondary,no,61,yes,yes,unknown,28,may,170,5,-1,0,unknown,no
2135,45,admin.,married,secondary,no,840,yes,no,unknown,30,may,54,3,-1,0,unknown,no
2136,33,services,married,secondary,no,5499,yes,no,unknown,20,may,231,1,-1,0,unknown,no
